character,line,episode
Ryan:," No. Guys, I think my friend Troy might have a drug problem. What do I do?",no4-11.php
Dwight:, I think his species might have a higher tolerance than ours. ,no4-11.php
Michael:," Shh, just stop. Here's what you do. You tell him that you're his friend and that you're gonna help him and that everyone's gonna be all right. And then you put a wire on him and you find out who's selling him drugs and then you get that guy and you flip up, turn him into a snitch. You follow that guy to the people who's really really bad. Been watching The Wire recently. I don't understand a word of it. ",no4-11.php
Ryan:," Guys, I'm going to sleep. You can leave the light on if you want, but please stop talking, OK?",no4-11.php
Dwight:, OK. Good night Ryan. ,no4-11.php
Michael:, Best night ever. ,no4-11.php
Michael:," Like I said, it's not about the horniness, it's about the loneliness. And how can I be lonely with my boys? Like a famous person once said, Boys on the side. But I don't, I disagree, I say... let's hear it for the boys. ",no4-11.php
Hank:, [drives up to parking lot to notice all the office cars are gone] Son of a bitch. ,no4-11.php
Michael:,"  You're gonna be okay, it's gonna...",no4-11.php
Dwight:,"  Ohhh, man!  [sound of Ryan throwing up] There it goes.",no4-11.php
Michael:,"  Ahh, ooh!  ",no4-11.php
Dwight:,"  I am so sorry.  I'm so sorry, sir.  ",no4-11.php
Michael:,"  [helping Ryan out of the taxi] Come on, come on.",no4-11.php
Dwight:,"  That'll come out of the upholstery. Oh, man.  He threw up in the back of the taxi.",no4-11.php
Ryan:,  Dehydration.,no4-11.php
Michael:," Here we go, let's sit down.",no4-11.php
Dwight:,  It's dehydration.  He went to the bathroom at the club like fifteen times.,no4-11.php
Michael:,"  All right, shhh.  Dwight, leave him alone.",no4-11.php
Troy:,"  Hey, don't blame me for what Ryan does.  I'm not his dad.  I'm his friend, okay?  And friends are there to help you have a good time.  And sell you the stuff you need to have a good time.  ",no4-11.php
Michael:,"  You had a rough night tonight.  But your life is very good, my friend.  You've got a great job, you... you can have any woman you want, you're good looking, you, you know...",no4-11.php
Dwight:,  Friends with a hobbit.,no4-11.php
Michael:,"  Frien..sss...yes, you're friends with a hobbit, and... look where you live.  I mean, you've got it all.",no4-11.php
Ryan:,"  Yeah, New York is great.",no4-11.php
Michael:,"  No, I mean this apartment building, it's fantastic.  ",no4-11.php
Ryan:,"  Oh, this, this is not my apartment.  This, this is the Metropolitan Museum of Art.",no4-11.php
Michael:,"  Well, now I can say that I went to a museum.   ",no4-11.php
Phyllis:,"  [Phyllis, Pam, Toby, and Oscar are sharing iPod headphones] I don't understand.  Which one is that?",no4-11.php
Pam:,  That's the other Boleyn girl.,no4-11.php
Phyllis:, Oh.,no4-11.php
Oscar:,"  Honestly, the book is so much better than this.",no4-11.php
Pam:,  Shh. ,no4-11.php
Stanley:," [through the fence to Terri, who's holding a drink for him to sip] Ah, we don't know.  They didn't give him his Christmas bonus this year, so...",no4-11.php
Hank:, [on phone]  Stop calling me so I can put on my damn socks!,no4-11.php
Jim:,  Will do. [hangs up]  I'll stop calling.  [walks into lobby],no4-11.php
Kelly:,  Was he still there?,no4-11.php
Jim:,"  No, that was his wife, so he's on his way.",no4-11.php
Kevin:,"  Jim, how long?  I have to go to the bathroom.  ",no4-11.php
Jim:,"  Well, he'll be here really soon, Kev.",no4-11.php
Angela:,"  If you hadn't made us stay, we'd all be home by now.",no4-11.php
Stanley:,  Somebody's always got to be a hero.,no4-11.php
Kelly:,"  I'm so cold, I'm gonna faint.  If I faint, it's totally your fault, Jim.",no4-11.php
Jim:,"  Let's be honest, it's not totally my fault. [indicates Pam]  Shared responsibility.",no4-11.php
Pam:,  Mmm?,no4-11.php
Jim:,"  Oh, I just mean if you, if you didn't lock the door, then we could be upstairs where it's warmer.",no4-11.php
Pam:,"  I'm supposed to turn the lock when I leave, it's part of my job.",no4-11.php
Jim:,"  Is that... I didn't know that was your... okay, so we're in agreement, this is not ideal... situation.",no4-11.php
Michael:,  Ryan?  ,no4-11.php
Ryan:,  Yeah.,no4-11.php
Michael:,  Do you ever miss us?,no4-11.php
Ryan:,  Not really.  New York is...so great.,no4-11.php
Michael:,  Ryan? ,no4-11.php
Ryan:,  Yes.,no4-11.php
Michael:,  Do you remember what color my eyes are?,no4-11.php
Dwight:,  Hazel.  They're hazel.,no4-11.php
Michael:,"  Dwight, I asked him. ",no4-11.php
Ryan:,"  No, I, I was going to say hazel, yeah.",no4-11.php
Michael:,  Really?  ,no4-11.php
Ryan:,  Yeah.,no4-11.php
Michael:,  Not just because he said it? ,no4-11.php
Ryan:,  No.,no4-11.php
Michael:,  Ryan?,no4-11.php
Ryan:,"  You're my friend, Michael.  OK?",no4-11.php
Pam:," [on the phone] Well, I should go.",no5-02.php
Jim:, Alright.  I'll tell everybody here that you say hi.,no5-02.php
Pam:," No, don't.  I'm mad at them.",no5-02.php
Jim:," Why, what happened?",no5-02.php
Pam:, Not one of them called to congratulate me on our engagement.,no5-02.php
Jim:, Ah.  That... they might be off the hook for because I... didn't tell them.,no5-02.php
Pam:, What?  Why not?,no5-02.php
Jim:," I just didn't, you know, want a deal.",no5-02.php
Pam:," Come on, it won't be that bad.",no5-02.php
Jim:," OK.  You know what?  Here we go. [stands up] Uh, everybody?  I just want to make an announcement.  Pam and I are engaged.",no5-02.php
Pam:, [speakerphone] Hi everyone!,no5-02.php
Oscar:, I thought you were already engaged.,no5-02.php
Jim:, Nope.,no5-02.php
Angela:, That was Roy.  She was engaged to Roy.,no5-02.php
Jim:, Thank you Angela.,no5-02.php
Kevin:, I got a gift for Pam and Roy.  Do I have to get another one?,no5-02.php
Jim:, Yes.,no5-02.php
Andy:," A little close to my engagement there Tuna, what's your game here?",no5-02.php
Jim:, To get married.,no5-02.php
Dwight:," [raises hand] She's not a virgin, you know.",no5-02.php
Pam:, Wow.,no5-02.php
Michael:, [walking in] What's going on?,no5-02.php
Pam:," No, nothing.  Nothing Michael!  Just saying hi. [Michael waves ""hi"" at the phone]",no5-02.php
Creed:, The tall guy got engaged.,no5-02.php
Michael:, [to Jim] To be married?,no5-02.php
Jim:, Yep. [Michael hugs/tackles Jim],no5-02.php
Pam:, Sorry.,no5-02.php
Holly:," Pencils down! [Dwight quickly puts his pencil down] Just kidding, take your time.",no5-02.php
Holly:," Today is ethics day.  After they finish their quiz I'm going to run my first ethics meeting here.  It's gonna be insaaaaane.  No, it's not.  I have to read from the binder.",no5-02.php
Dwight:," [trying to assist Michael, who is trying to press play on a CD player] I got it, I got it. [Olivia Newton-John's ""Let's Get Physical"" starts to play as Holly and Michael jog into the meeting room, dancing]",no5-02.php
Michael & Holly:, Let's get ethical!  Ethical!  I wanna get ethical!  Let's get into Ethics yeah!  Let me hear that Dunder Mifflin talk!  Your body talk.  Let me hear your body talk.,no5-02.php
Michael:, WOO!  Alright!,no5-02.php
Michael:," ""Why are you helping her?  You're not even dating.""  She's my friend... and... ultimately my strategy is to merge this into a relationship... without her even knowing. Uh...",no5-02.php
Michael:," Ok, let's give it for Miss... Holly Flaaaax! [everyone claps]",no5-02.php
Holly:," Thanks Michael. [Michael groans exhaustingly] Today we're going to have a business ethics seminar because recently, without mentioning any names, there has been some misconduct at corporate and we have a very strict ethics policy and that employee has been fired.",no5-02.php
Kevin:," Oh come on!  He's right there. [points at Ryan] He was hired.  [to Jim] Oh check it out, ""Hired Guy.""",no5-02.php
Jim:, Nice. [they bump fists],no5-02.php
Ryan:," Ok, elephant in the room.  Let's talk about it.  Do I regret what I did?  Of course I do.  Even though it was an amazing ride, and I'll give you an example.  Anyone see Survivor season six? [Dwight raises his hand] Anyone know Joanna on that show? [Dwight nods] In New York City, I hooked up with a girl who looked exactly like that.  Indistinguishable. So...",no5-02.php
Michael:," [clapping] Ok.  Well done.  Good speech Ryan, you're a good guy.",no5-02.php
Holly:," Let's start discussing those questionnaires that you filled in this morning.  It is wrong to make personal calls during work hours. Now, some of you marked that you very strongly agree.  But ideally you would have selected totally agree.",no5-02.php
Phyllis:,  I thought very strongly agree sounded stronger than totally agree.,no5-02.php
Holly:, Corporate would like to emphasize that ideally you would all totally agree with that statement.,no5-02.php
Michael:," Well, I think we can all totally agree that Holly is totally fantastic. [claps]",no5-02.php
Holly:," Thank you.  In fact, spending a half hour at the water cooler during work hours is a form of stealing.",no5-02.php
Kelly:, What?,no5-02.php
Holly:," Yes, it's called time theft, and it's the same as taking money from the company.  Can anyone think of examples of things that are over the line time wasters?",no5-02.php
Stanley:, This meeting.,no5-02.php
Andy:, Hey-oh!,no5-02.php
Dwight:, Yes.,no5-02.php
Michael:, [to Holly] Can't set 'em up like that.,no5-02.php
Kelly:," Why is ok for smokers to take breaks all the time?  If I want to go outside and hang out once an hour, then I'll just take up smoking.  I'll do it.  I don't care.",no5-02.php
Meredith:, I'll smoke with you.  I got a bag of cigars in my purse.,no5-02.php
Holly:, Stealing office supplies is another big ethical area that there seems to be some confusion about.,no5-02.php
Michael:, Can we have a moment?  [whispering] Can I talk to you for a sec?  Lot of good stuff. And you look... you look fantastic.,no5-02.php
Dight:, Michael.,no5-02.php
Michael:, Yeah.,no5-02.php
Dwight:, What should we be working on while you guys are talking?,no5-02.php
Michael:," Do some... do some work. [whispering to Holly] People expect a lot from these meetings.  Laughter, sudden twists.  Surprise endings.  You need to be Robin Williams and M. Night Shyamalan.  You need to be Robin Shyamalan.",no5-02.php
Holly:," Well, I just have to get through the binder.",no5-02.php
Michael:, Do you... just... you're kind of losing them.,no5-02.php
Holly:, I am?,no5-02.php
Micheal:," Yeah, don't think about the stakes.  It'll freak you out. ",no5-02.php
Holly:," Ok. [to everyone] Michael makes a really good point so, uh, let's just open this up a little bit. Say my name is Lauren and here I am shopping in a supermarket and I steal a pencil.  That's not right.",no5-02.php
Michael:," [coughs to hide his words] Lauren, [coughs] enough with the pencils.",no5-02.php
Holly:," No, I have to go over pencils and office supplies.  It's part of the ethics thing.",no5-02.php
Oscar:, That isn't ethics.  Ethics is a real discussion of the competing conceptions of the good.  This is just the corporate anti-shoplifting rules.,no5-02.php
Andy:, I'll drop an ethics bomb on you.  Would you steal bread to feed your family? ... Boom!,no5-02.php
Oscar:," Exactly, Andy.",no5-02.php
Andy:,.  No big deal.,no5-02.php
Dwight:," It's a trick question.  The bread is poisoned.  Also, it's not your real family.  You've been cuckolded by a stronger, smarter male. ",no5-02.php
Andy:, No that's... not how it works.,no5-02.php
Michael:, I would not... steal the bread.  And I would not let my family go hungry.,no5-02.php
Holly:," Ok, but we should get back to business.  Have any of you ever faced any ethical dilemmas in the workplace.",no5-02.php
Michael:," Anybody?  This is a chance for you to say something without any repercussions.  Stanley?  Oscar, come on.",no5-02.php
Oscar:, Pass.,no5-02.php
Michael:, I didn't work for five days.  I did nothing.  I viewed Cookie Monster sings Chocolate Rain about a thousand times.,no5-02.php
Holly:, What was the dilemma?,no5-02.php
Michael:, To tell you or not.  And I'm glad I did.  I feel very very good.  Cathartic.  I promise you that you are not going to get into trouble.  You can say anything you want with total and complete immunity.,no5-02.php
Holly:,  Oh--- no no no.,no5-02.php
Michael:," Yeah, [interrupting gibberish].  Come on, anybody.  Let it fly.",no5-02.php
Oscar:," Ok, once in a while I'll take a long lunch.",no5-02.php
Michael:, A siesta!,no5-02.php
Dwight:, Time thief.  Time thief!  Fire him!,no5-02.php
Jim:," Dwight, you've really never stolen any company time?",no5-02.php
Dwight:, Never!,no5-02.php
Michael:, You are a thief of joy.  Anybody else.  Yeah?,no5-02.php
Kelly:, Sometimes I download pirated music onto my work computer.,no5-02.php
Michael:, Who hasn't?  Good.  Good!  What else?,no5-02.php
Holly:," No--- I, I'd like to hear more about that.",no5-02.php
Michael:, Mmm...,no5-02.php
Angela:," I once reported Oscar to the INS.  Turns out he's clean, but I'm glad I did it.",no5-02.php
Michael:," Well, let's keep this party movin' on.",no5-02.php
Meredith:," I'll go.  Have you guys ever met Bruce Meyers, the Scranton rep for Hammermill?",no5-02.php
Michael:, Bruuuuuuuuuce.,no5-02.php
Meredith:, Well for the past six years I have been sleeping with him in exchange for discounts on our supplies and Outback Steakhouse gift certificates.,no5-02.php
Jim:, Jackpot.,no5-02.php
Michael:, Ach! Wuh---,no5-02.php
Holly:," Meredith, that is serious.  I mean not only that a conflict of interests, there's also an exchange of goods.",no5-02.php
Meredith:," Exchange of steak.  Have you ever had sirloin steak, honey?",no5-02.php
Michael:," That's crazy.  That's crazy talk!  Meredith!  The Merenator, sleepin' with suppliers!  Hoo-ooh!  Wow!  What time we got? [checks watch] You know what?  That's a good place to end it.  Right there.  This, I think, was a great ethics seminar.  She has given us a lot of wonderful things to think about.  Right... what is wrong.  Who's to say?  Really.  In the end.  I mean because it is... unknowable.  But, let's give her a round of applause.  Holly, everybody.  Holly!  Get back to work. [everyone applauds, then leaves] [to Holly] Great job.  I am truly impressed.  That, uh, you really pulled that one out.  Classic.  Classic meeting.  We should celebrate.",no5-02.php
